,Unnamed: 0,traveler_id,age,occupation,income,flexibility,trip_purpose,departure_location,arrival_location,origin_gps,destination_gps,trip_distance_miles,trip_duration_minutes,departure_time_window,arrival_time_window,flexibility_pickup_earlier,flexibility_dropoff_later,origin_h3,destination_h3
111,111,2,18-25,unemployed,$50K - $75K,"flexible for early pickup, but inflexible for late dropoff",hiking,home,Fort Funston,"[37.749, -122.4339]","[37.7086, -122.5011]",6.0,30,08:30-09:00,09:00-09:30,30,20,872830953ffffff,872830942ffffff
112,112,3,18-25,teacher,Less than $25K,inflexible for any schedule changes,work,home,workplace,"[37.7503, -122.4333]","[37.789, -122.4001]",4.5,25,07:30-08:00,07:55-08:25,0,0,87283082dffffff,87283082affffff
113,113,3,18-25,teacher,Less than $25K,inflexible for any schedule changes,work,home,workplace,"[37.7503, -122.4333]","[37.789, -122.4001]",4.5,25,07:30-08:00,07:55-08:25,0,0,87283082dffffff,87283082affffff
114,114,3,18-25,teacher,Less than $25K,inflexible for any schedule changes,work,home,workplace,"[37.7503, -122.4333]","[37.789, -122.4001]",4.5,25,07:30-08:00,07:55-08:25,0,0,87283082dffffff,87283082affffff
115,115,3,18-25,teacher,Less than $25K,inflexible for any schedule changes,work,home,workplace,"[37.7503, -122.4333]","[37.789, -122.4001]",4.5,25,07:30-08:00,07:55-08:25,0,0,87283082dffffff,87283082affffff
116,116,3,18-25,teacher,Less than $25K,inflexible for any schedule changes,work,home,workplace,"[37.7503, -122.4333]","[37.789, -122.4001]",4.5,25,07:30-08:00,07:55-08:25,0,0,87283082dffffff,87283082affffff
117,117,3,18-25,teacher,Less than $25K,inflexible for any schedule changes,work,home,workplace,"[37.7503, -122.4333]","[37.789, -122.4001]",4.5,25,07:30-08:00,07:55-08:25,0,0,87283082dffffff,87283082affffff
118,118,3,18-25,teacher,Less than $25K,inflexible for any schedule changes,work,home,workplace,"[37.7503, -122.4333]","[37.789, -122.4001]",4.5,25,07:30-08:00,07:55-08:25,0,0,87283082dffffff,87283082affffff
119,119,3,18-25,teacher,Less than $25K,inflexible for any schedule changes,work,home,workplace,"[37.7503, -122.4333]","[37.789, -122.4001]",4.5,25,07:30-08:00,07:55-08:25,0,0,87283082dffffff,87283082affffff
120,120,3,18-25,teacher,Less than $25K,inflexible for any schedule changes,work,home,workplace,"[37.7503, -122.4333]","[37.789, -122.4001]",4.5,25,07:30-08:00,07:55-08:25,0,0,87283082dffffff,87283082affffff
121,121,3,18-25,teacher,Less than $25K,inflexible for any schedule changes,work,home,workplace,"[37.7503, -122.4333]","[37.789, -122.4001]",4.5,25,07:30-08:00,07:55-08:25,0,0,87283082dffffff,87283082affffff
122,122,3,18-25,teacher,Less than $25K,inflexible for any schedule changes,work,home,workplace,"[37.7503, -122.4333]","[37.789, -122.4001]",4.5,25,07:30-08:00,07:55-08:25,0,0,87283082dffffff,87283082affffff
123,123,3,18-25,teacher,Less than $25K,inflexible for any schedule changes,grocery_shopping,home,shopping,"[37.7503, -122.4333]","[37.7841, -122.4075]",3.0,15,10:00-10:30,10:15-10:45,10,10,87283082dffffff,87283082affffff
124,124,3,18-25,teacher,Less than $25K,inflexible for any schedule changes,grocery_shopping,home,shopping,"[37.7503, -122.4333]","[37.7841, -122.4075]",3.0,15,10:00-10:30,10:15-10:45,10,10,87283082dffffff,87283082affffff
125,125,3,18-25,teacher,Less than $25K,inflexible for any schedule changes,grocery_shopping,home,shopping,"[37.7503, -122.4333]","[37.7841, -122.4075]",3.0,15,10:00-10:30,10:15-10:45,10,10,87283082dffffff,87283082affffff
126,126,3,18-25,teacher,Less than $25K,inflexible for any schedule changes,grocery_shopping,home,shopping,"[37.7503, -122.4333]","[37.7841, -122.4075]",3.0,15,10:00-10:30,10:15-10:45,10,10,87283082dffffff,87283082affffff
127,127,3,18-25,teacher,Less than $25K,inflexible for any schedule changes,grocery_shopping,home,shopping,"[37.7503, -122.4333]","[37.7841, -122.4075]",3.0,15,10:00-10:30,10:15-10:45,10,10,87283082dffffff,87283082affffff
128,128,3,18-25,teacher,Less than $25K,inflexible for any schedule changes,grocery_shopping,home,shopping,"[37.7503, -122.4333]","[37.7841, -122.4075]",3.0,15,10:00-10:30,10:15-10:45,10,10,87283082dffffff,87283082affffff
129,129,3,18-25,teacher,Less than $25K,inflexible for any schedule changes,grocery_shopping,home,shopping,"[37.7503, -122.4333]","[37.7841, -122.4075]",3.0,15,10:00-10:30,10:15-10:45,10,10,87283082dffffff,87283082affffff
130,130,3,18-25,teacher,Less than $25K,inflexible for any schedule changes,grocery_shopping,home,shopping,"[37.7503, -122.4333]","[37.7841, -122.4075]",3.0,15,10:00-10:30,10:15-10:45,10,10,87283082dffffff,87283082affffff
131,131,3,18-25,teacher,Less than $25K,inflexible for any schedule changes,grocery_shopping,home,shopping,"[37.7503, -122.4333]","[37.7841, -122.4075]",3.0,15,10:00-10:30,10:15-10:45,10,10,87283082dffffff,87283082affffff
132,132,3,18-25,teacher,Less than $25K,inflexible for any schedule changes,medical_appointment,home,clinic,"[37.7503, -122.4333]","[37.7625, -122.4358]",1.5,10,14:30-15:00,14:40-15:10,5,5,87283082dffffff,87283082dffffff
133,133,3,18-25,teacher,Less than $25K,inflexible for any schedule changes,medical_appointment,home,clinic,"[37.7503, -122.4333]","[37.7625, -122.4358]",1.5,10,14:30-15:00,14:40-15:10,5,5,87283082dffffff,87283082dffffff
134,134,3,18-25,teacher,Less than $25K,inflexible for any schedule changes,medical_appointment,home,clinic,"[37.7503, -122.4333]","[37.7625, -122.4358]",1.5,10,14:30-15:00,14:40-15:10,5,5,87283082dffffff,87283082dffffff
135,135,3,18-25,teacher,Less than $25K,inflexible for any schedule changes,medical_appointment,home,clinic,"[37.7503, -122.4333]","[37.7625, -122.4358]",1.5,10,14:30-15:00,14:40-15:10,5,5,87283082dffffff,87283082dffffff
136,136,3,18-25,teacher,Less than $25K,inflexible for any schedule changes,medical_appointment,home,clinic,"[37.7503, -122.4333]","[37.7625, -122.4358]",1.5,10,14:30-15:00,14:40-15:10,5,5,87283082dffffff,87283082dffffff
137,137,3,18-25,teacher,Less than $25K,inflexible for any schedule changes,medical_appointment,home,clinic,"[37.7503, -122.4333]","[37.7625, -122.4358]",1.5,10,14:30-15:00,14:40-15:10,5,5,87283082dffffff,87283082dffffff
138,138,3,18-25,teacher,Less than $25K,inflexible for any schedule changes,medical_appointment,home,clinic,"[37.7503, -122.4333]","[37.7625, -122.4358]",1.5,10,14:30-15:00,14:40-15:10,5,5,87283082dffffff,87283082dffffff
139,139,3,18-25,teacher,Less than $25K,inflexible for any schedule changes,medical_appointment,home,clinic,"[37.7503, -122.4333]","[37.7625, -122.4358]",1.5,10,14:30-15:00,14:40-15:10,5,5,87283082dffffff,87283082dffffff
140,140,3,18-25,teacher,Less than $25K,inflexible for any schedule changes,visit_friend,home,friend's_home,"[37.7503, -122.4333]","[37.7694, -122.4862]",3.0,18,18:00-18:30,18:18-18:48,15,15,87283082dffffff,87283095bffffff
141,141,3,18-25,teacher,Less than $25K,inflexible for any schedule changes,visit_friend,home,friend's_home,"[37.7503, -122.4333]","[37.7694, -122.4862]",3.0,18,18:00-18:30,18:18-18:48,15,15,87283082dffffff,87283095bffffff
142,142,3,18-25,teacher,Less than $25K,inflexible for any schedule changes,visit_friend,home,friend's_home,"[37.7503, -122.4333]","[37.7694, -122.4862]",3.0,18,18:00-18:30,18:18-18:48,15,15,87283082dffffff,87283095bffffff
143,143,3,18-25,teacher,Less than $25K,inflexible for any schedule changes,visit_friend,home,friend's_home,"[37.7503, -122.4333]","[37.7694, -122.4862]",3.0,18,18:00-18:30,18:18-18:48,15,15,87283082dffffff,87283095bffffff
144,144,3,18-25,teacher,Less than $25K,inflexible for any schedule changes,visit_friend,home,friend's_home,"[37.7503, -122.4333]","[37.7694, -122.4862]",3.0,18,18:00-18:30,18:18-18:48,15,15,87283082dffffff,87283095bffffff
145,145,3,18-25,teacher,Less than $25K,inflexible for any schedule changes,visit_friend,home,friend's_home,"[37.7503, -122.4333]","[37.7694, -122.4862]",3.0,18,18:00-18:30,18:18-18:48,15,15,87283082dffffff,87283095bffffff
146,146,3,18-25,teacher,Less than $25K,inflexible for any schedule changes,visit_friend,home,friend's_home,"[37.7503, -122.4333]","[37.7694, -122.4862]",3.0,18,18:00-18:30,18:18-18:48,15,15,87283082dffffff,87283095bffffff
147,147,3,18-25,teacher,Less than $25K,inflexible for any schedule changes,visit_friend,home,friend's_home,"[37.7503, -122.4333]","[37.7694, -122.4862]",3.0,18,18:00-18:30,18:18-18:48,15,15,87283082dffffff,87283095bffffff
148,148,3,18-25,teacher,Less than $25K,inflexible for any schedule changes,hiking,home,recreation,"[37.7503, -122.4333]","[37.7691, -122.4834]",3.0,18,09:00-09:30,09:18-09:48,20,20,87283082dffffff,87283095bffffff
149,149,3,18-25,teacher,Less than $25K,inflexible for any schedule changes,hiking,home,recreation,"[37.7503, -122.4333]","[37.7691, -122.4834]",3.0,18,09:00-09:30,09:18-09:48,20,20,87283082dffffff,87283095bffffff
150,150,3,18-25,teacher,Less than $25K,inflexible for any schedule changes,hiking,home,recreation,"[37.7503, -122.4333]","[37.7691, -122.4834]",3.0,18,09:00-09:30,09:18-09:48,20,20,87283082dffffff,87283095bffffff
151,151,3,18-25,teacher,Less than $25K,inflexible for any schedule changes,hiking,home,recreation,"[37.7503, -122.4333]","[37.7691, -122.4834]",3.0,18,09:00-09:30,09:18-09:48,20,20,87283082dffffff,87283095bffffff
152,152,3,18-25,teacher,Less than $25K,inflexible for any schedule changes,hiking,home,recreation,"[37.7503, -122.4333]","[37.7691, -122.4834]",3.0,18,09:00-09:30,09:18-09:48,20,20,87283082dffffff,87283095bffffff
153,153,3,18-25,teacher,Less than $25K,inflexible for any schedule changes,hiking,home,recreation,"[37.7503, -122.4333]","[37.7691, -122.4834]",3.0,18,09:00-09:30,09:18-09:48,20,20,87283082dffffff,87283095bffffff
154,154,3,18-25,teacher,Less than $25K,inflexible for any schedule changes,hiking,home,recreation,"[37.7503, -122.4333]","[37.7691, -122.4834]",3.0,18,09:00-09:30,09:18-09:48,20,20,87283082dffffff,87283095bffffff
155,155,3,18-25,teacher,Less than $25K,inflexible for any schedule changes,hiking,home,recreation,"[37.7503, -122.4333]","[37.7691, -122.4834]",3.0,18,09:00-09:30,09:18-09:48,20,20,87283082dffffff,87283095bffffff
156,156,3,18-25,teacher,Less than $25K,inflexible for any schedule changes,hiking,home,recreation,"[37.7503, -122.4333]","[37.7691, -122.4834]",3.0,18,09:00-09:30,09:18-09:48,20,20,87283082dffffff,87283095bffffff
157,157,4,26-35,retired,$50K - $75K,"flexible for early pickup, but inflexible for late dropoff",grocery_shopping,home,Stonestown Galleria,"[37.7515, -122.4338]","[37.7273, -122.4764]",3.8,15,10:00-10:30,10:15-10:45,30,10,87283082dffffff,872830951ffffff
158,158,4,26-35,retired,$50K - $75K,"flexible for early pickup, but inflexible for late dropoff",doctor_appointment,home,UCSF Medical Center,"[37.7515, -122.4338]","[37.7633, -122.4587]",1.7,10,09:00-09:30,09:10-09:40,10,0,87283082dffffff,87283095affffff
159,159,4,26-35,retired,$50K - $75K,"flexible for early pickup, but inflexible for late dropoff",recreation,home,Golden Gate Park,"[37.7515, -122.4338]","[37.7694, -122.4862]",3.2,15,14:00-14:30,14:15-14:45,30,15,87283082dffffff,87283095bffffff
160,160,4,26-35,retired,$50K - $75K,"flexible for early pickup, but inflexible for late dropoff",visit_friend,home,Noe Valley,"[37.7515, -122.4338]","[37.7495, -122.4266]",0.8,5,18:00-18:30,18:05-18:35,20,10,87283082dffffff,87283082cffffff
161,161,4,26-35,retired,$50K - $75K,"flexible for early pickup, but inflexible for late dropoff",shopping,home,Union Square,"[37.7515, -122.4338]","[37.7881, -122.4075]",3.5,18,11:00-11:30,11:18-11:48,30,15,87283082dffffff,87283082affffff
162,162,4,26-35,retired,$50K - $75K,"flexible for early pickup, but inflexible for late dropoff",concert,home,The Fillmore,"[37.7515, -122.4338]","[37.7841, -122.4337]",2.5,12,19:00-19:30,19:12-19:42,20,10,87283082dffffff,872830829ffffff
163,163,4,26-35,retired,$50K - $75K,"flexible for early pickup, but inflexible for late dropoff",museum_visit,home,SFMOMA,"[37.7515, -122.4338]","[37.7857, -122.4011]",3.6,15,13:00-13:30,13:15-13:45,30,10,87283082dffffff,87283082affffff
164,164,4,26-35,retired,$50K - $75K,"flexible for early pickup, but inflexible for late dropoff",picnic,home,Presidio,"[37.7515, -122.4338]","[37.7989, -122.4662]",4.8,20,12:00-12:30,12:20-12:50,30,15,87283082dffffff,872830874ffffff
165,165,4,26-35,retired,$50K - $75K,"flexible for early pickup, but inflexible for late dropoff",dinner,home,North Beach,"[37.7515, -122.4338]","[37.8061, -122.4105]",4.5,25,17:30-18:00,17:55-18:25,20,10,87283082dffffff,87283080cffffff
166,166,4,26-35,retired,$50K - $75K,"flexible for early pickup, but inflexible for late dropoff",gym,home,24 Hour Fitness,"[37.7515, -122.4338]","[37.7822, -122.4101]",2.8,15,07:30-08:00,07:45-08:15,30,15,87283082dffffff,872830828ffffff
167,167,4,26-35,retired,$50K - $75K,"flexible for early pickup, but inflexible for late dropoff",volunteering,home,San Francisco Food Bank,"[37.7515, -122.4338]","[37.7595, -122.4016]",2.3,12,08:00-08:30,08:12-08:42,20,10,87283082dffffff,87283082effffff
168,168,4,26-35,retired,$50K - $75K,"flexible for early pickup, but inflexible for late dropoff",hiking,home,Lands End,"[37.7515, -122.4338]","[37.7793, -122.5107]",5.0,22,09:00-09:30,09:22-09:52,30,15,87283082dffffff,872830866ffffff
169,169,4,26-35,retired,$50K - $75K,"flexible for early pickup, but inflexible for late dropoff",library_visit,home,San Francisco Public Library,"[37.7515, -122.4338]","[37.7789, -122.4158]",2.6,14,10:00-10:30,10:14-10:44,30,10,87283082dffffff,872830828ffffff
170,170,4,26-35,retired,$50K - $75K,"flexible for early pickup, but inflexible for late dropoff",brunch,home,Mission District,"[37.7515, -122.4338]","[37.7599, -122.4148]",1.7,10,11:00-11:30,11:10-11:40,30,15,87283082dffffff,87283082cffffff
171,171,4,26-35,retired,$50K - $75K,"flexible for early pickup, but inflexible for late dropoff",farmers_market,home,Ferry Building Marketplace,"[37.7515, -122.4338]","[37.7955, -122.3937]",4.2,20,09:00-09:30,09:20-09:50,30,15,87283082dffffff,87283082affffff
172,172,4,26-35,retired,$50K - $75K,"flexible for early pickup, but inflexible for late dropoff",spa,home,Nob Hill Spa,"[37.7515, -122.4338]","[37.791, -122.4157]",3.8,18,14:00-14:30,14:18-14:48,30,15,87283082dffffff,87283082bffffff
173,173,4,26-35,retired,$50K - $75K,"flexible for early pickup, but inflexible for late dropoff",art_class,home,Fort Mason,"[37.7515, -122.4338]","[37.8054, -122.4321]",4.2,20,13:00-13:30,13:20-13:50,30,10,87283082dffffff,872830876ffffff
174,174,4,26-35,retired,$50K - $75K,"flexible for early pickup, but inflexible for late dropoff",lecture,home,San Francisco State University,"[37.7515, -122.4338]","[37.7242, -122.479]",4.1,18,16:00-16:30,16:18-16:48,20,5,87283082dffffff,872830951ffffff
175,175,4,26-35,retired,$50K - $75K,"flexible for early pickup, but inflexible for late dropoff",community_meeting,home,Richmond District,"[37.7515, -122.4338]","[37.7789, -122.4862]",3.5,17,18:00-18:30,18:17-18:47,20,10,87283082dffffff,87283095bffffff
176,176,4,26-35,retired,$50K - $75K,"flexible for early pickup, but inflexible for late dropoff",beach_outing,home,Ocean Beach,"[37.7515, -122.4338]","[37.7597, -122.5077]",4.0,18,11:00-11:30,11:18-11:48,30,15,87283082dffffff,872830959ffffff
177,177,4,26-35,retired,$50K - $75K,"flexible for early pickup, but inflexible for late dropoff",cultural_event,home,Chinatown,"[37.7515, -122.4338]","[37.7941, -122.4078]",3.7,18,15:00-15:30,15:18-15:48,30,10,87283082dffffff,87283082bffffff
178,178,4,26-35,retired,$50K - $75K,"flexible for early pickup, but inflexible for late dropoff",book_club,home,Bernal Heights,"[37.7515, -122.4338]","[37.7449, -122.4149]",1.7,10,17:00-17:30,17:10-17:40,20,10,87283082dffffff,87283082cffffff
179,179,4,26-35,retired,$50K - $75K,"flexible for early pickup, but inflexible for late dropoff",historical_tour,home,Alcatraz Landing,"[37.7515, -122.4338]","[37.808, -122.4101]",4.2,22,10:00-10:30,10:22-10:52,30,10,87283082dffffff,87283080cffffff
180,180,4,26-35,retired,$50K - $75K,"flexible for early pickup, but inflexible for late dropoff",yoga_class,home,Yoga Tree,"[37.7515, -122.4338]","[37.7604, -122.4357]",1.0,6,08:00-08:30,08:06-08:36,30,5,87283082dffffff,87283082dffffff
181,181,4,26-35,retired,$50K - $75K,"flexible for early pickup, but inflexible for late dropoff",wine_tasting,home,Russian Hill,"[37.7515, -122.4338]","[37.8014, -122.4185]",4.0,20,14:00-14:30,14:20-14:50,30,15,87283082dffffff,87283082bffffff
182,182,4,26-35,retired,$50K - $75K,"flexible for early pickup, but inflexible for late dropoff",garden_visit,home,Japanese Tea Garden,"[37.7515, -122.4338]","[37.7701, -122.47]",2.5,12,13:00-13:30,13:12-13:42,30,15,87283082dffffff,87283095affffff
183,183,4,26-35,retired,$50K - $75K,"flexible for early pickup, but inflexible for late dropoff",theater,home,Curran Theatre,"[37.7515, -122.4338]","[37.7857, -122.4108]",3.1,18,19:00-19:30,19:18-19:48,20,5,87283082dffffff,87283082bffffff
184,184,4,26-35,retired,$50K - $75K,"flexible for early pickup, but inflexible for late dropoff",ceramics_class,home,Mission Pottery,"[37.7515, -122.4338]","[37.759, -122.414]",1.7,10,11:00-11:30,11:10-11:40,30,10,87283082dffffff,87283082cffffff
185,185,4,26-35,retired,$50K - $75K,"flexible for early pickup, but inflexible for late dropoff",crafts_fair,home,Fort Mason Center,"[37.7515, -122.4338]","[37.8064, -122.4316]",4.5,22,12:00-12:30,12:22-12:52,30,15,87283082dffffff,872830876ffffff
186,186,4,26-35,retired,$50K - $75K,"flexible for early pickup, but inflexible for late dropoff",sightseeing,home,Coit Tower,"[37.7515, -122.4338]","[37.8024, -122.4058]",4.0,20,09:00-09:30,09:20-09:50,30,10,87283082dffffff,87283080cffffff
187,187,4,26-35,retired,$50K - $75K,"flexible for early pickup, but inflexible for late dropoff",photography,home,Twin Peaks,"[37.7515, -122.4338]","[37.7544, -122.4477]",1.2,8,15:00-15:30,15:08-15:38,30,15,87283082dffffff,87283082dffffff
188,188,4,26-35,retired,$50K - $75K,"flexible for early pickup, but inflexible for late dropoff",dance_class,home,SOMA Dance Studios,"[37.7515, -122.4338]","[37.7752, -122.4193]",2.0,10,17:00-17:30,17:10-17:40,20,5,87283082dffffff,872830828ffffff
189,189,4,26-35,retired,$50K - $75K,"flexible for early pickup, but inflexible for late dropoff",family_visit,home,Excelsior,"[37.7515, -122.4338]","[37.7213, -122.4443]",3.0,15,13:00-13:30,13:15-13:45,30,10,87283082dffffff,872830950ffffff
190,190,4,26-35,retired,$50K - $75K,"flexible for early pickup, but inflexible for late dropoff",sailing,home,Pier 39 Marina,"[37.7515, -122.4338]","[37.8087, -122.4098]",4.3,22,08:00-08:30,08:22-08:52,30,5,87283082dffffff,87283080cffffff
